,id,tweet,subtask_a,subtask_b,subtask_c
793,93515,@USER @USER @USER @USER @USER @USER actualy im pretty sure if you banned all guns that would definitely stop criminals from getting them.  But no one wants to do that. but by your logic aren't Gun Control laws better than not having gun control laws?,NOT,,
6739,39664,@USER @USER How very white male republican of you. maga?,NOT,,
2705,44942,1) Trump NEVER received any contributions from over seas. 2) Obama received over a million but you said NOTHING. #Fact You should delete your Twitter propaganda. Then get help for Trump Derangement Syndrome. You are the swamp. #hardball #tucker URL,NOT,,
1536,71237,@USER @USER @USER I thought liberals were snowflakes,NOT,,
11199,58504,@USER  love everything you are doing including you yourself. Your voice vibe body sound flow is all awesome and yummy. Will be waiting for the next song u make. Good luck on your journey.,NOT,,
12341,41937,@USER I was kind of shocked. He is gone now. From my feed at least,NOT,,
5450,19249,"@USER @USER @USER You are absolutely correct! But your question would be better directed at the LIBERALS in Congress, the ones that make conflict Big Business"" it's all about money &amp; power!""",OFF,TIN,GRP
8089,74010,@USER Wouldn't it be easier to close the loopholes that allow guns to get into the wrong hands?  This article by Duke's Center for Children and Families provides a good overview on the subject.  URL,NOT,,
3959,94134,@USER I can't believe he is still on the radio.,NOT,,
8108,78650,@USER Funny that even the woman that brought Roe vs. Wade to the #SCOTUS regretted it later. It was one thing to have a medical emergency that required an abortion (though rare) &amp; another to have liberals celebrating killing their unborn children &amp; pretending it's health care.,OFF,TIN,GRP
4215,20228,@USER The set-up that led to the second Hogan touchdown shows how much of a threat he is and how much defenses respect where he is on the field,NOT,,
3601,71319,@USER @USER @USER It would destroy her life. The entire right wing juggernaut would run her down - every ex boyfriend interviewed etc. she is the innocent party. He’s the one trying to grab a lifetime power position.,NOT,,
2636,31278,@USER @USER YOOOOO I didn't know you had a son. That's awesome. Look how focused he is. 😃,NOT,,
7732,37532,@USER @USER @USER You are goddamn right both sides will be heard. We want the TRUTH Kavanaugh. Republicans better not put party above country.,NOT,,
3943,19469,@USER @USER How do you decide truth with accusation from incident 35 years ago? The big lie! He has been confirmed multiple times and no accusations. This is the liberal MO. Conservatives not falling for it again!!!!!!,NOT,,
4561,98659,@USER Creepy,OFF,UNT,
9073,14917,@USER Shit...,OFF,UNT,
5440,34157,@USER Another crazy liberals,OFF,TIN,GRP
10255,97722,@USER Based on what for God's sake,NOT,,
10362,34521,@USER @USER At least you got to experience the 90s though. These 90s and 2000s born missed out on a great decade. It's been an increasingly worse shit show since lol,OFF,UNT,
8497,26636,@USER Our President isn’t radicalizing anything! Your antifa/resist mobs are! That’s you gaslighting lol!  saul alinsky much? #WeThePeople #GreatAwakening,OFF,TIN,IND
8735,93507,#metoo is the BEST WEAPON the Liberals have because there is NO DUE PROCESS .. its all DISGUSTING ... and WOMAN are the ones USING it as the weapon .. shameful and TYPICAL Liberalism .. USE emotions FOR their own BENEFIT ... @USER POSTER CHILD for USING Woman,NOT,,
5292,30213,@USER The funniest thing about her is how easily triggered she is!!! Well that and how ugly she is,OFF,TIN,IND
8603,64157,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER She is jus here to observe.,NOT,,
6642,60860,@USER @USER in the UK we are desperately trying to protect our National Health Service (free at the point of delivery) from right wing conservatives who admire the American model.,NOT,,
2293,42305,@USER I cast my vote as “OPPORTUNIST” #ChristineBlaseyFord had THIRTY-FIVE years to come out with her allegations. Why now? It’s obvious. #MAGA URL,NOT,,
11069,82873,@USER @USER @USER @USER @USER  Aaron finding the sending if a locomotive funny. He is aware it symbolises the trains jews were sent to their deaths on.,OFF,TIN,GRP
2049,37457,@USER Interesting; my interpretation of the piece was that he was speaking tongue-in-cheek in relating his psychiatric condition to the gun qualifications to highlight the ironic and counter-intuitive nature of gun control laws. I thought it was a well balanced insider piece.,NOT,,
5287,69327,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Is that supposed to hurt my feeling or something?  Wait- let me get my 8 year old.  She is more your speed.,NOT,,
10417,57742,@USER @USER There is an MP from New Brunswick that may want some encouragement. URL,NOT,,
276,75848,*mom speaks into her phone to compose a text for my brother* she is angry so she yells at the phone while telling it what to type like my brother will be able to tell she was even yelling 🤦🏻‍♀️,NOT,,
9755,48482,@USER @USER She is the cutest baby I have ever seen,NOT,,
11489,81896,@USER I know a whole lotta people spitting a whole lot of bullshit right now idk if youll ever see this but I pray you feel no way responsible for what happened today. You have already been through so damn much. Just know that you are good you are great I love you.,OFF,TIN,GRP
5174,12670,@USER @USER You are a liar Ed. You have always been a liar. The people in Puerto Rico lives in squalor. Govt officials hid supplies sent. Miss reported death toll due to hurricane. Stop lying!,OFF,TIN,IND
6460,93234,Regrann from trump_babes_2020 - 🇺🇸🇺🇸Amazing MAGA Babe🇺🇸🇺🇸 #trump #trump2020 #maga #maga2020 #trumpbabes #trumpbabes2020 #trump_babes_2020 #milfsfortrump  #babesfortrump #babesfortrump2020… URL,NOT,,
10357,40019,@USER How did you get to where you are while still being so profoundly ignorant?,OFF,TIN,IND
11009,97861,Thank you President Trump and Than You God for hearing our prayers. #MAGA URL,NOT,,
4270,57855,... and the RINO speaks... again  Sassy has been one of the most frequent and vocal critics of Trump policies – calling out Trump for his handling of issues ranging from gun control to tariffs   Thinks about quitting ~ don't the door🚪hit you URL #FoxNews,NOT,,
753,40317,@USER @USER SOME THINGS NEVER CHANGE! In 1991 #SCOTUS Clarence Thomas’s #HighTechLynching by @USER @USER &amp; @USER  #MAGA FIGHT BACK against these lies! #ConfirmKavanaugh  @USER @USER @USER @USER #DJT  #Kavanaugh #MeToo  URL,OFF,UNT,
5200,28515,@USER @USER Why wasn't we given the chance to change our minds for 43years also if we have another vote and you win can we change our minds again or will all changing of minds be banned when you get your way,NOT,,
108,18495,@USER Let's get to the bottom of this! DM me your zipcode and I'll check it out.  We have your back and we will make sure you are enjoying the BEST that TV has to offer ASAP! *NevinBruce,NOT,,
2388,52236,@USER @USER @USER She is an alt-left crazy and was discredited by numerous women. All you dems have left is lies. Her name is DR. LIAR.,OFF,TIN,OTH
8837,29727,"@USER If the media stop reporting what happens on The View"" perhaps it will disappear from view. If  Conservative America wanted to know what those imbalanced voices had to say we would watch it. The rest of us are busy watching the sidewalk for poop put there by Hollywood liberals.""",OFF,TIN,GRP
561,23311,@USER Another dumbass Democrat. One thing you have to say about this president is he’s not lazy. Another bullshit story as usual,OFF,TIN,GRP
6047,85257,"@USER @USER @USER @USER Politicians talk about racism, Islamophobia, Homophobia, Rape, Drug abuse etc etc......  Do you not understand how fucking sick it is to ask Jess if she's discussed with her children that complete strangers hate"" Mummy.  I hope for your own sake that you are unwell.""",OFF,TIN,GRP
1884,97197,4. But I have to called an hotel to send a shuttle to come pick my mother who is sitting at @USER terminal at the airport with their agents.  5. I reminded them that she is a wheelchair passenger who cannot speak English. How will the hotel find her?,NOT,,
6508,16042,"@USER This man is one of the most intelligent highly accomplished Black men in the USA yet, White Liberals &amp; the Old Order"" (his words) have been successfully able to have him disowned by his own people. No Black child looks up to this man for inspiration bc to them he doesn't exist URL",NOT,,
4450,62243,@USER So happy for you and your dad!!! My dad had the same kind of cancer but stage 4. He was diagnosed in 2016 and passed away this passed January. My mom is kicking leukemia’s ass since Nov. of 2015 and she is doing awesome!,NOT,,
1968,50164,@USER Gillibrand must have been a very sexually active woman to be pushing young women to have abortions.,OFF,TIN,IND
10196,91029,Another win for the common man! #MoreAlligatorGreedAnnulled #MAGA  A federal court has handed a victory to students suing Education Secretary Betsy DeVos over her efforts to dismantle protections against fraud by for-profit colleges. URL,NOT,,
10877,65139,@USER @USER An Antifa apologist journo is now looking for a job that's all you need to know.,NOT,,
8673,70909,10 Winning Arguments Against Gun Control – Libertennial URL,NOT,,
10395,73528,@USER @USER Yes! I got Twitter account just to follow him : ),NOT,,
10113,30876,@USER @USER @USER @USER Numerous Jewish groups have come out and denounced the misuse of AS as a tool to smear and bludgeon Corbyn. You are welcome to Google this. Not all Jews agree with you.,NOT,,
10712,23148,@USER @USER See.  Even liberals are in agreement!,NOT,,
12850,25926,@USER Amazing when reporters are scared of the truth!! Doesn't that tell you everything! #MAGA #ReleaseTheDocuments,NOT,,
10887,76898,@USER same i just want to win so i can finally have a good pc and shit post in full body in vrc,OFF,UNT,
5742,57496,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I know many of antifa who will fight harder....and not waste government socialist money URL,NOT,,
5550,50567,@USER @USER Check out my blog post on scooters!,NOT,,
10173,29384,@USER @USER Liberals were holding that info in case President Trump declassified the Fisa documents. They are fighting fire with fire!,NOT,,
12572,81439,@USER That. Is. Not. Scary. At all,NOT,,
8647,37620,@USER Good riddance!,NOT,,
1567,89823,"@USER The only thing the principled"" conservatives are outraged about is the clear moral and intellectual need for diversity and inclusion of all people of all faiths.  @USER",NOT,,
6429,26146,@USER @USER @USER @USER @USER Um it’s right in front of your face. These big-tech giants are censoring conservatives every single day. Dems constantly calling for “sensible gun control” and sometimes outright the repeal of the 2nd amendment. Conservative ideas are shut down on college campuses...,NOT,,
3744,27802,@USER @USER Further proving that #LiberalismCausesMentalRetardation and #Feminists are a cancer on the American Republic,OFF,TIN,GRP
7919,15435,@USER Got your ass lmao,OFF,TIN,IND
11779,68939,@USER The beauty of the marketplace of ideas is no one is forced to bite their tongue or to cheer unless they so choose.,NOT,,
8447,61602,@USER @USER @USER Holy shit get a lawyer false advertisement colon in not a football player he is a vag head,OFF,TIN,IND
5502,45996,Here's a fun fact Trump's approval ratings in Texas have gone up 4 percent from February to June  #MAGA URL,NOT,,
13165,77016,#teamspotlightsunday this spotlight goes to 2 women! Meghan McDermott and Alanna McDermott. Meghan has decided to do something to make her vision come true. She is sticking to her plan and with many obstacles she still stayed the course. I am so proud of you Meghan not giving up! URL,NOT,,
